Japan Credit Bureau,JCB,3545869307630354,Yaeko Hyatt,106,07/2007,07/2012,14,1435,166900
Visa,Chase,4152022069150326,Russell Woods,400,04/2008,04/2026,26,4218,29300
Master Card,GE Capital,5313194979621606,Pei B Malone,750,01/2008,01/2012,16,4947,97700
Discover,Discover,6011368769127882,Debbie Ballard,241,02/2008,02/2014,6,2397,153600
Visa,Capital One,4211505169213688,Clifford L Hickman,316,07/2009,07/2013,14,509,189500
Discover,Discover,6011168327879424,Herman Q Terrell,405,03/2013,03/2021,1,6665,124600
Discover,Discover,6529259662210757,Hassan Groves,574,05/2009,05/2010,11,1095,131400
Visa,Cabela�s WFB,4484311308686813,Amber P Hodge,73,05/2007,05/2016,24,5986,92400
Japan Credit Bureau,JCB,3585730871399555,Minh T Orr,344,07/2008,07/2010,14,6139,110400
Master Card,USAA,5413096108784875,Juanita U Whitehead,603,05/2009,05/2016,9,3077,56000
Visa,Citibank,4054625301254893,Tanika Linares,328,09/2011,09/2029,22,4448,161100
Discover,Discover,6011583802813310,Edwin D Ballard,448,12/2010,12/2012,1,659,198500
Diners Club International,Diners Club,30955075388438,Porfirio C Vanover,555,08/2014,08/2019,1,435,14700
Visa,USAA,4175195587490581,Edna Castillo,532,11/2012,11/2030,17,7751,103400
Visa,Chase,4158007346872515,Rachel L Kimball,842,07/2010,07/2020,13,244,25000
Visa,Cabela�s WFB,4132361813713632,Jonathan H Hunter,216,06/2013,06/2029,12,6319,66000
Discover,Discover,6558041983057974,Marlon N Anthony,680,09/2015,09/2020,20,6806,180700
Visa,Chase,4004995636106907,Elsie Neal,113,04/2017,04/2023,8,1084,156700
Japan Credit Bureau,JCB,3542530842845310,Daphne D Otoole,270,11/2008,11/2014,11,5413,159900
Japan Credit Bureau,JCB,3539087703511916,Alvin Mcclure,915,05/2009,05/2026,28,7805,154800
Japan Credit Bureau,JCB,3534128638193050,Chauncey C Neeley,421,02/2010,02/2029,2,3864,191700
Japan Credit Bureau,JCB,3533184029561372,Emma D Rodriguez,770,02/2013,02/2014,6,7860,99400
Discover,Discover,6225760061738634,Maragaret V Escamilla,330,06/2015,06/2027,1,3731,71800
Visa,Wells Fargo,4557468617546716,Jean L Wooten,521,01/2014,01/2017,7,9416,105700
Discover,Discover,6011833568598872,Olen J Dove,944,11/2016,11/2021,9,1836,186700
Visa,Wells Fargo,4722992542078602,Joan I Delgado,56,11/2008,11/2024,24,8027,49200
Visa,Bank of America,4109559685122357,Jeffery Mchenry,742,01/2012,01/2023,26,3475,85000
Visa,Chase,4175389184141412,Lucille E Chan,460,02/2014,02/2029,5,1946,145300
Diners Club International,Diners Club,30547895340002,Darnell V Macias,42,01/2017,01/2031,22,1465,67400
American Express,American Express,374150619680326,Joann Oneil,1957,12/2016,12/2020,22,9984,75700
Diners Club International,Diners Club,30581879278789,Arlinda T Emanuel,898,09/2014,09/2031,17,7579,97900
Visa,Capital One,4020907543699650,Brandon T Boone,965,12/2011,12/2015,5,2215,68000
Discover,Discover,6011136800453082,Hassan Q Barr,363,07/2015,07/2031,4,5417,82900
Diners Club International,Diners Club,30070696104980,Larry E Knox,948,05/2011,05/2018,4,6354,155600
Master Card,Chase,5270705887045546,Curtis Y Gilman,404,01/2008,01/2028,16,6293,96500
Visa,Citibank,4587361604489186,Jack U Simpson,716,12/2008,12/2025,11,5099,164800
Japan Credit Bureau,JCB,3557522589969041,Sammy Y Blackburn,421,10/2010,10/2030,7,2188,132300
Discover,Discover,6223694695943215,Joan Rodriguez,938,10/2017,10/2036,19,2273,176300
Visa,U.S. Bancorp,4650568942032369,Antoine T Tillman,113,11/2011,11/2024,20,2337,146000
Diners Club International,Diners Club,39132893458543,Beverly Gardner,604,07/2008,07/2015,2,8061,109900
Japan Credit Bureau,JCB,3566684295459946,Chelsea U Riggins,759,02/2010,02/2019,2,2512,64200
Discover,Discover,6011837668595373,Clarence Chaney,979,12/2014,12/2023,22,6166,175800
American Express,American Express,378505907370730,Jerrica U Irons,8152,10/2007,10/2016,23,8560,48500
Master Card,GE Capital,5482435237650787,Randy P Alston,334,10/2010,10/2023,18,8186,175500
Master Card,U.S. Bancorp,5383012518748299,Lise K Vanhorn,90,04/2012,04/2025,25,8265,24500
Master Card,GE Capital,5245113799931105,Charles Hansen,910,06/2013,06/2026,27,3033,61200
Master Card,Bank of America,5467377099580745,Mel W Byars,222,06/2008,06/2023,13,8090,190500
American Express,American Express,379795235241229,Alexander N Howell,565,03/2007,03/2008,8,1706,22800
Diners Club International,Diners Club,36907598771412,Dora Fraser,147,10/2017,10/2032,21,3870,91000
Discover,Discover,6011240015448554,Tammy Solomon,605,03/2017,03/2022,14,223,133800
Diners Club International,Diners Club,30556876050290,Lan Z Fusco,466,08/2013,08/2030,27,6999,154700
Master Card,Bank of America,5230869416661808,Paula I Hanson,361,06/2012,06/2022,19,6036,12000
Discover,Discover,6011462972473025,Delois I Bergstrom,167,01/2016,01/2026,2,207,145500
Master Card,Wells Fargo,5345529101140482,Jonathan O Trujillo,923,01/2007,01/2026,6,5725,142000
American Express,American Express,348344800306162,Cecile J Hermann,5620,01/2012,01/2024,25,9452,42600
Japan Credit Bureau,JCB,3542001958621572,Brenda Lloyd,657,11/2008,11/2016,1,4305,88200
Visa,Chase,4140942365038716,September G Ornelas,107,07/2013,07/2014,23,1018,174100
Visa,Citibank,4337619087382522,Anthony Aguilar,373,08/2009,08/2023,19,8940,91900
Diners Club International,Diners Club,36602242739283,Carey Crow,729,10/2014,10/2028,14,5366,132600
Master Card,Citibank,5197208919909938,Alex Riggs,5,10/2010,10/2013,11,2385,46200
Master Card,Citibank,5437504834445192,Irvin Aponte,350,04/2007,04/2022,15,1810,44300
Discover,Discover,6011123867622700,Louise Gamble,922,04/2014,04/2018,19,3968,155800
American Express,U.S. Bancorp,370183358952063,Dewey F Mattos,6597,11/2009,11/2010,17,568,15400
Visa,Chase,4998950212681912,Randy Britt,150,05/2007,05/2020,1,8423,32200
American Express,Bank of America,373053753635984,Christiana M Hershberger,7549,03/2014,03/2033,21,1266,89800
Master Card,Citibank,5203965925286062,Roberto D Albert,588,12/2012,12/2022,20,5387,56300
Discover,Discover,6228020890558407,Gregory R Chastain,122,01/2010,01/2022,20,9447,59000
Master Card,Capital One,5121611309521182,Carlos N England,811,07/2007,07/2012,11,4874,142500
Visa,PNC,4009300017839843,Scarlett Gallant,179,07/2016,07/2029,24,5149,33100
Visa,Chase,4221152922308535,Shirley H Maxwell,128,01/2012,01/2015,28,6536,21000
Master Card,U.S. Bancorp,5305482493386859,Edythe T Novotny,550,08/2007,08/2025,7,115,68500
Diners Club International,Diners Club,30209671060102,Shannon Murphy,637,03/2007,03/2021,27,3029,70900
Visa,Chase,4527321683005678,Kerry Y Bowles,754,08/2009,08/2023,27,2706,45100
Discover,Discover,6011863643586162,Christine Q Wilkins,319,12/2007,12/2012,15,293,71600
Japan Credit Bureau,JCB,3589789872263737,Britta V Valenti,762,01/2009,01/2023,6,2059,85300
Japan Credit Bureau,JCB,3541067338339731,Irene Scott,24,10/2008,10/2025,16,51,132400
American Express,American Express,340954610353259,Tosha O Musselman,9833,05/2013,05/2031,3,5579,142300
Diners Club International,Diners Club,30305273945649,Gail O Haynes,48,10/2012,10/2014,17,2360,122500
Japan Credit Bureau,JCB,3571032175173927,Chang V Kiser,261,05/2017,05/2018,26,6301,93200
Master Card,Wells Fargo,5482379520641006,Melissa Y Mcfadden,230,11/2009,11/2022,26,8500,55200
Japan Credit Bureau,JCB,3558689055680243,Dannie Crenshaw,96,01/2013,01/2028,19,9208,12000
Discover,Discover,6582889790317514,Benjamin W Moss,432,11/2007,11/2027,7,7041,126000
Discover,Discover,6011419351390840,Clifton O Kong,996,01/2009,01/2015,7,8051,151800
Master Card,Bank of America,5432545008161094,Alice N Schwartz,50,03/2017,03/2033,11,8371,99900
Discover,Discover,6482908811578994,Sibyl Powell,567,05/2012,05/2013,4,6738,24700
Discover,Discover,6011404273053585,Josephine E Riggs,91,02/2009,02/2026,8,5526,75600
Master Card,Bank of America,5343235488362713,Rosemarie Springer,299,09/2007,09/2016,22,1865,197600
American Express,U.S. Bancorp,342013805945383,William Z Gay,7290,03/2008,03/2010,28,1618,136000
Visa,First National,4580254232065436,Dori Z Guyton,547,02/2017,02/2022,3,5427,13400
Master Card,Chase,5390205738574013,Lawrence V Watkins,376,07/2017,07/2035,13,6671,56200
Diners Club International,Diners Club,30264077241392,Dorian L Mclaurin,882,12/2015,12/2017,13,9302,82800
Visa,GE Capital,4563927929979792,Clifford Branch,991,12/2014,12/2023,18,9193,96200
Discover,Discover,6011982687903230,Dusty Y Mauldin,774,02/2010,02/2015,8,5546,191600
Japan Credit Bureau,JCB,3563516399823689,Walter Thomas,750,05/2012,05/2029,20,279,152200
Diners Club International,Diners Club,36374548362117,Modesta S Phillips,311,08/2011,08/2015,13,9077,41400
Japan Credit Bureau,JCB,3553709739972199,Lynn A Norton,29,04/2012,04/2030,19,571,98600
Visa,Bank of America,4906965542405833,Angelita Dupont,188,09/2013,09/2024,6,1796,27400
American Express,American Express,348623687043950,Sandra G Sullivan,9075,06/2007,06/2020,26,2880,22700
Visa,Barclays,4016939340454985,Jose Burger,185,06/2014,06/2017,5,9723,62400
Visa,Chase,4474238305272309,Carrie I Morse,19,09/2012,09/2013,20,5784,45100
American Express,American Express,348645627549556,Arthur R Camacho,2474,07/2007,07/2017,21,7203,16900
Diners Club International,Diners Club,30152726739975,Lorraine V Wong,425,12/2011,12/2026,21,6016,45000
Japan Credit Bureau,JCB,3547495274263421,Karolyn Y Ingalls,455,06/2015,06/2021,18,4741,71300
Japan Credit Bureau,JCB,3557653238568742,Jill Brown,36,07/2009,07/2020,14,9953,28700
Japan Credit Bureau,JCB,3543001863852816,Reuben J Valles,129,12/2014,12/2029,2,9532,82800
Visa,Chase,4596741868566523,Marilyn Gomez,545,12/2016,12/2034,25,7020,34500
Visa,Chase,4548836936282951,Nanette A Mcgough,902,12/2016,12/2032,1,258,158500
American Express,American Express,348873573993483,June N Woodard,9237,07/2015,07/2017,8,317,27500
Master Card,Citibank,5164799363123363,Kraig Roy,305,05/2017,05/2022,1,190,112800
American Express,U.S. Bancorp,343674346274366,Kathryn Morse,6867,11/2010,11/2011,7,2295,103000
American Express,American Express,344676510939863,Kristin O Apple,9571,04/2009,04/2012,15,5187,95400
Discover,Discover,6228635498601661,Bernice Burnett,945,08/2010,08/2021,10,5766,26600
Discover,Discover,6011287333331053,Bonita M Ramirez,244,09/2013,09/2016,11,5632,163700
Visa,Bank of America,4322357551599415,Lillian J Ramsey,902,08/2016,08/2032,21,3099,44200
Discover,Discover,6011598046229115,Wesley Bliss,126,06/2017,06/2030,12,3880,38200
Master Card,Bank of America,5346138258193937,John Goodwin,966,05/2011,05/2014,20,8872,186900
Visa,Chase,4012493542764357,Curtis Lombard,170,08/2010,08/2030,19,1270,144100
American Express,American Express,379346437694144,Ricardo U Webster,3264,05/2010,05/2021,7,3826,96300
Diners Club International,Diners Club,30213400224807,Marquetta Dyson,410,05/2015,05/2031,10,1282,138800
Diners Club International,Diners Club,30971367245426,Jeremy Q Bridges,487,05/2008,05/2013,4,418,112300
Discover,Discover,6461607957361737,Leticia Kent,238,08/2013,08/2026,1,7875,114500
Japan Credit Bureau,JCB,3555169886935739,Shirley Carney,741,02/2017,02/2029,13,2784,42900
Diners Club International,Diners Club,36753740760758,Wilfredo L Gilbreath,150,11/2017,11/2035,27,593,13100
Japan Credit Bureau,JCB,3563036950349644,Stacy O Garcia,684,04/2014,04/2016,14,6433,63700
American Express,American Express,378206875801711,Emilio V Schweitzer,9781,03/2008,03/2020,14,486,63900
American Express,American Express,341948971927759,Tyler E Summers,7498,04/2008,04/2023,19,5478,70800
Japan Credit Bureau,JCB,3537621501516958,Miles M Tracey,510,08/2017,08/2034,22,3419,158000
Diners Club International,Diners Club,30041713938577,Frederick Z Richardson,630,11/2007,11/2026,5,7721,130800
Visa,Chase,4800915755326314,Tambra S Hollis,613,01/2008,01/2017,13,9819,115400
Discover,Discover,6011315654956172,Beth J Schroeder,43,05/2013,05/2033,2,394,155600
American Express,American Express,349183223184858,Michale W Walsh,2023,07/2007,07/2020,3,2433,183900
Discover,Discover,6011558808755111,Denise Thompson,895,02/2012,02/2024,26,1892,21100
Master Card,Citibank,5366185485453340,Shelby O Hills,872,04/2009,04/2027,8,6165,18100
American Express,American Express,373238902147839,Steven P Kirk,966,07/2013,07/2022,22,7276,63900
Japan Credit Bureau,JCB,3567453749678785,Aurelio B Harlow,388,03/2016,03/2027,16,6527,136500
Diners Club International,Diners Club,30521236819545,Judy U Pollard,778,10/2007,10/2022,21,7895,36900
Master Card,Capital One,5358151359720594,Rima W Wolfe,211,05/2010,05/2019,9,5805,17000
Diners Club International,Diners Club,30149592844087,Anna L Anthony,999,04/2014,04/2027,3,7909,165400
Discover,Discover,6229071608220367,Foster Bullard,48,10/2017,10/2032,15,8469,155300
Diners Club International,Diners Club,30154886061703,Kenneth U Shepherd,654,12/2017,12/2036,12,3047,199500
American Express,American Express,373401397050963,Verdie Z Newby,8901,12/2017,12/2020,4,9912,60600
Visa,Bank of America,4434736286155848,Marjorie Holloway,555,09/2009,09/2012,20,9400,198900
Visa,First National,4538987498109181,Elisha Garay,539,12/2012,12/2022,27,5063,179400
Master Card,Bank of America,5117518005612569,Ruby L Noel,150,08/2014,08/2029,18,2566,180400
Diners Club International,Diners Club,30192964367782,Luanne B Vines,100,09/2013,09/2027,25,5956,195400
Discover,Discover,6011842231401026,Barry J Garner,813,01/2007,01/2026,10,9961,179400
Discover,Discover,6011102994610267,Vincent A Harrell,393,05/2015,05/2017,18,9799,81400
American Express,American Express,343253898124400,Alex R Maldonado,8278,09/2015,09/2017,4,1602,41400
Japan Credit Bureau,JCB,3551794339129459,Hoyt Halcomb,435,07/2015,07/2028,3,1614,58300
Visa,Chase,4185256510780486,Ida R Stone,677,09/2009,09/2023,23,7187,20000
Japan Credit Bureau,JCB,3543112852216689,Frances M Kong,791,11/2009,11/2014,7,8016,38400
Master Card,Citibank,5159532115961328,Jean K Medina,87,06/2010,06/2026,14,9767,70700
Diners Club International,Diners Club,30343406916484,Darren U Wickham,676,02/2010,02/2011,16,1175,126900
American Express,Bank of America,343811155515568,Anita D Young,9523,11/2015,11/2035,28,8840,153100
Diners Club International,Diners Club,30229292311619,Chance G Lamar,133,12/2017,12/2018,5,4552,190700
Discover,Discover,6011284001900210,Mildred I Chavez,580,07/2009,07/2019,14,8168,97100
Japan Credit Bureau,JCB,3566102434772467,Clotilde Downing,583,03/2013,03/2015,16,4442,166100
Japan Credit Bureau,JCB,3585423475557220,Carl L Ford,618,11/2017,11/2031,9,6130,107800
Discover,Discover,6591192929611454,Thaddeus G Woodard,26,11/2008,11/2020,6,3906,157400
Master Card,Bank of America,5400912528395263,Brent R Baldwin,916,05/2008,05/2024,15,8936,182200
Master Card,Citibank,5134671152118374,Jayson P Dingle,228,04/2007,04/2016,11,8146,193500
Diners Club International,Diners Club,30080607116726,Roberta Burnett,842,03/2015,03/2029,11,9493,175800
Diners Club International,Diners Club,30150377840365,Magdalene Smith,641,10/2012,10/2017,18,2890,120600
Master Card,Capital One,5381261748765365,Mildred Ball,899,06/2015,06/2025,14,7260,28800
Diners Club International,Diners Club,39635611251545,Marcelene U Ledesma,8,06/2011,06/2014,25,9846,161600
American Express,American Express,348917487370500,Marjorie Nichols,7578,08/2010,08/2029,24,6878,83900
Japan Credit Bureau,JCB,3586145051099462,Cindi S Christman,728,09/2007,09/2009,18,5787,56200
American Express,American Express,376057555169537,Elizabeth Y Whitney,6362,02/2015,02/2022,21,5917,148900
Master Card,Chase,5213199894584061,Ellamae Leboeuf,365,11/2016,11/2027,17,4336,67500
American Express,Bank of America,340329360963153,Debra Cameron,9992,07/2008,07/2023,14,4523,185100
American Express,USAA,344257654456012,Melodee Loy,2019,11/2011,11/2025,22,2005,152800
Japan Credit Bureau,JCB,3561489438284903,Tommy Q Forbes,993,07/2012,07/2028,12,2302,36400
Discover,Discover,6011228825131874,Loida G Christ,304,09/2014,09/2032,22,2555,110600
Discover,Discover,6521911057121670,Joann Huffman,106,04/2009,04/2011,21,238,35900
American Express,American Express,343819879375656,Holli Noyes,3965,03/2010,03/2026,24,6239,137200
Discover,Discover,6227260819562053,Jerome F Osborne,575,03/2015,03/2019,23,7962,190100
Visa,Chase,4074789209887455,Zachery F Mohr,266,04/2010,04/2017,28,2991,137000
Master Card,Wells Fargo,5497588187184802,Andrew Z Harrison,212,08/2008,08/2019,8,9188,62400
Japan Credit Bureau,JCB,3569010035875745,Florentino S Lovejoy,831,12/2013,12/2026,2,1121,168500
Diners Club International,Diners Club,36387560287145,Paula Sutton,490,11/2017,11/2018,7,624,192000
Visa,Barclays,4220246891511052,Alexis Woodward,637,07/2016,07/2024,22,5585,82100
Master Card,USAA,5432992128552366,Derek C Arnold,325,02/2009,02/2010,22,2171,42600
Visa,Citibank,4842967986652828,Brittaney L Moorman,888,02/2016,02/2024,5,2379,68800
Visa,Barclays,4996299530572243,Evelyn M Griffith,592,10/2009,10/2023,4,8728,64500
Diners Club International,Diners Club,30582400334208,Charles Bernier,651,11/2016,11/2023,16,8140,80300
Master Card,Barclays,5469608468194991,Andrew P Stanley,621,03/2007,03/2014,9,6403,107600
Discover,Discover,6443860687931583,Vincenzo W Appleton,699,06/2017,06/2033,8,6493,122600
Japan Credit Bureau,JCB,3584091375231062,Kathy X Mcleod,220,06/2007,06/2011,4,8459,154900
Master Card,Chase,5231503334603985,Ramiro T Willoughby,434,07/2007,07/2010,25,5227,52500
Visa,Chase,4465781850147724,Randy B Kelley,359,02/2017,02/2025,14,8795,78900
Discover,Discover,6011610182604314,Brian J Huggins,292,02/2013,02/2014,13,851,21600
Discover,Discover,6226818584598635,Carl F Frye,585,01/2008,01/2015,21,3278,116000
Japan Credit Bureau,JCB,3552842241606780,Charles A Toth,874,08/2007,08/2015,25,9592,101100
Japan Credit Bureau,JCB,3553645961190813,Bertha N Knowles,256,05/2008,05/2028,7,1739,184400
Visa,Citibank,4185355264045904,Eddy X Conover,763,05/2017,05/2018,27,6406,139700
Visa,Capital One,4290867019039968,Alvin I Moore,435,07/2009,07/2012,28,5951,26800
Visa,Bank of America,4734067080090966,Oren I Pennell,657,07/2007,07/2020,28,6058,191800
Master Card,Bank of America,5112514750946281,Judy O Byers,649,05/2013,05/2014,20,1385,110800
Discover,Discover,6011367334520027,Ralph P Beall,693,11/2013,11/2027,16,2832,192800
Diners Club International,Diners Club,36291761197857,Erica O Ray,956,09/2016,09/2022,15,3082,38000
Diners Club International,Diners Club,30170354511243,Classie F Spicer,317,08/2007,08/2027,23,7938,73800
Japan Credit Bureau,JCB,3542009052886256,Timothy E Howell,806,01/2016,01/2024,9,8425,194700
Japan Credit Bureau,JCB,3563068870543402,January I Leahy,987,08/2010,08/2025,27,6178,38300
Master Card,Capital One,5136241379767961,Shawn Morrow,732,03/2010,03/2014,24,2146,67000
Diners Club International,Diners Club,30486111569732,Lurline F Bateman,46,02/2012,02/2028,10,5934,197400
American Express,USAA,341847934871510,Joann R Eaton,1985,07/2011,07/2025,6,1372,190200
American Express,American Express,346116081051176,Michelle P Hembree,1869,11/2017,11/2029,24,9030,141100
Master Card,Chase,5404801998639316,Sandra P Hahn,286,06/2016,06/2033,24,1017,109100
Japan Credit Bureau,JCB,3548938131408019,Shemeka K Christie,928,06/2013,06/2030,18,9550,18200
Discover,Discover,6011898088890265,Nancy K Porter,469,09/2015,09/2033,24,2343,174300
American Express,American Express,378689348756648,Tyrone J Terry,3664,08/2012,08/2021,23,3159,186500
Japan Credit Bureau,JCB,3538204810140536,Dorothy L Richards,211,07/2014,07/2024,15,9999,26900
Visa,GE Capital,4667016177755065,Dewitt L Porter,966,05/2017,05/2027,4,993,150000
Japan Credit Bureau,JCB,3571584032301851,Anne C Ratliff,797,08/2010,08/2016,27,5342,170200
American Express,USAA,348375616294291,Sharilyn C Moniz,8644,11/2008,11/2024,21,4684,22000
American Express,American Express,374114315569753,Larry England,3022,07/2007,07/2026,2,6363,147400
Visa,Chase,4596590784503056,Zelda D Musselman,443,11/2017,11/2025,27,1581,194500
Visa,Citibank,4400670693606020,Carl Z Richmond,151,08/2010,08/2027,20,7035,197500
American Express,American Express,347405419950293,Jesenia K Elder,9532,09/2015,09/2018,10,1727,76000
Discover,Discover,6011479124907601,Janice A Shaffer,450,10/2007,10/2019,28,1371,195400
Japan Credit Bureau,JCB,3543817424987738,Dominique Pierce,177,01/2012,01/2013,24,653,38200
Master Card,Capital One,5477068312955503,Samuel X Salas,661,01/2008,01/2019,25,38,180200
Japan Credit Bureau,JCB,3578648358411645,Virgina B Broussard,198,03/2013,03/2029,4,4565,113100
Visa,Citibank,4994057458043171,Pamela H Graham,874,01/2009,01/2021,25,9811,176000
Visa,Chase,4598516870524969,Paulita Snowden,488,02/2016,02/2020,26,6967,58200
American Express,American Express,346421695839424,Jorge D Boone,5188,04/2010,04/2013,24,8695,92200
American Express,U.S. Bancorp,378796105963158,Gale Q Mahaffey,5340,09/2011,09/2013,6,8293,128400
Visa,Chase,4819437475532237,Mary Leonard,740,01/2014,01/2034,27,2027,163400
Visa,Chase,4198468696502478,Nakita P Cherry,24,03/2008,03/2023,28,2615,43600
American Express,American Express,344515420238224,Jesse Guerrero,1362,08/2012,08/2020,5,7360,150500
American Express,Bank of America,379603516376112,Winford Faulkner,7745,06/2007,06/2024,27,7975,148300
Master Card,Citibank,5380174528547831,Victor Suarez,484,11/2013,11/2024,3,8453,137900
Master Card,Chase,5498940534485953,Lazaro Selby,891,08/2013,08/2025,24,9423,65700
Japan Credit Bureau,JCB,3537929949910778,Jacqueline E Noel,670,06/2011,06/2027,24,1177,105000
Discover,Discover,6011975141587334,Miguel Schreiber,799,04/2013,04/2032,7,6301,79000
Master Card,GE Capital,5416631648822038,Kyle Bright,891,07/2009,07/2020,8,6641,59600
Diners Club International,Diners Club,30058658879921,Terrie Underwood,612,12/2013,12/2019,9,7860,65600
American Express,American Express,343255890979194,Cindy D Ortiz,4273,06/2017,06/2029,23,9363,97400
American Express,American Express,374047323556927,Henry J Mayer,2553,11/2017,11/2026,18,3746,173200
American Express,American Express,378944896320986,Erica Z Gaines,9077,10/2010,10/2024,24,792,180900
American Express,American Express,374790461717146,Sheryll G Hubert,5862,04/2017,04/2019,21,8445,58600
American Express,American Express,374833689849877,Clara Z Pearson,3832,11/2011,11/2014,9,990,45900
Diners Club International,Diners Club,36823477849072,Fredric Massie,612,10/2009,10/2020,3,1224,22600
Discover,Discover,6550772830134396,Adam Palmer,154,06/2016,06/2034,15,3792,74800
Japan Credit Bureau,JCB,3571549513021534,Vilma P Ceja,226,07/2009,07/2017,17,5651,196900
Diners Club International,Diners Club,36934968975746,Jeff Z Fischer,772,02/2013,02/2016,4,3261,28500
Discover,Discover,6466690399461070,Johnny Wiese,719,12/2013,12/2015,17,5244,70300
Master Card,Chase,5393775002130897,Jonathan A Curtis,652,11/2009,11/2018,8,1735,182600
American Express,American Express,343506272173826,Laurene D Mccaskill,9805,02/2009,02/2029,18,4313,119000
American Express,American Express,341982045814321,Jesus Wise,2265,07/2010,07/2024,13,2298,143600
Japan Credit Bureau,JCB,3542216968157132,Daryl D Barker,277,03/2011,03/2016,18,5566,128300
Master Card,Chase,5289499788967326,Nicholas K Walters,854,02/2007,02/2012,17,964,177100
Discover,Discover,6011965720656998,Rodolfo Coughlin,12,02/2011,02/2014,26,8532,57700
Discover,Discover,6011056537491843,Raymond Cain,648,08/2015,08/2032,11,6419,37500
American Express,American Express,348966394786597,Fay D Wolcott,7555,01/2015,01/2024,26,5362,33900
Diners Club International,Diners Club,38424474424858,Andrea West,421,08/2016,08/2027,28,7595,35300
Master Card,Barclays,5110155034239929,Dante P Bohn,592,10/2008,10/2020,9,3085,94400
Japan Credit Bureau,JCB,3573798186776142,Joel Q Schroeder,443,07/2016,07/2024,15,1922,190400
Visa,Cabela�s WFB,4084081713312834,Myesha D Ellington,607,03/2015,03/2026,16,3865,164000
Diners Club International,Diners Club,30982948556637,Louise S Bradley,52,08/2017,08/2029,25,9551,17100
Master Card,Bank of America,5450591778233603,Shaun Gainey,614,01/2008,01/2023,8,7328,31600
Japan Credit Bureau,JCB,3570786984755254,Lori U Dunn,100,04/2009,04/2023,28,1364,18900
Visa,Chase,4955715867647539,Ozell Bower,582,04/2015,04/2018,13,1529,94900
American Express,USAA,379760906126596,Marcus B Underwood,5913,10/2009,10/2012,14,1092,121800
Visa,Chase,4693143802551194,Chasidy P Tindall,308,12/2009,12/2012,19,1603,72900
Diners Club International,Diners Club,30043950639660,Darlene D Gallegos,953,02/2011,02/2015,11,4342,17100
Visa,GE Capital,4939497850136413,Mariano J Fierro,206,04/2009,04/2018,22,7686,162100
Diners Club International,Diners Club,36445610236353,Chris Salazar,28,05/2007,05/2013,5,9849,162700
American Express,U.S. Bancorp,377750031455194,Lucio Y Styles,7987,09/2007,09/2019,2,6146,30000
Master Card,Chase,5121231357351059,Aaron Berg,269,12/2016,12/2027,10,775,143700
Diners Club International,Diners Club,30159533863336,Stephenie Gilchrist,577,12/2016,12/2017,23,702,25700
Discover,Discover,6011648197147804,Victoria T Garrett,205,03/2012,03/2026,23,6352,78800
Master Card,Chase,5166541157147069,Josef I Swank,563,11/2009,11/2028,5,2489,98000
Discover,Discover,6011304982970949,Brandon E Hart,468,08/2015,08/2027,28,6689,158300
Master Card,Capital One,5342448556384599,Otha P Wendt,484,08/2007,08/2009,1,630,134300
Visa,Barclays,4557820731109393,Gordon E Hill,941,06/2009,06/2024,23,6063,103900
Master Card,U.S. Bancorp,5267173227735315,Kelley S Watson,7,09/2016,09/2023,16,7373,157300
American Express,USAA,371143519355720,Jose K Hardy,4203,07/2009,07/2016,2,2491,193700
Diners Club International,Diners Club,30472052709768,Hans G Fultz,408,04/2014,04/2031,13,4370,195900
Japan Credit Bureau,JCB,3585159386099676,Don Vaughn,700,02/2007,02/2013,25,3907,33400
Diners Club International,Diners Club,36257954030049,Ruben Z Stahl,926,11/2011,11/2031,15,9146,73700
Japan Credit Bureau,JCB,3573932591726703,Virginia L Owen,974,07/2011,07/2014,24,3754,46900
Diners Club International,Diners Club,30473939150762,Joel Gustafson,694,01/2017,01/2020,7,3325,166500
Visa,Barclays,4753251065589350,Lawrence N Hall,49,04/2017,04/2028,12,1303,58500
Japan Credit Bureau,JCB,3549930483370664,Ellena A Prather,728,05/2016,05/2032,12,6678,45700
American Express,American Express,342780676467800,Stephen P Willis,4991,10/2015,10/2017,19,4502,36800
Discover,Discover,6453998088286889,Cedric U Jaynes,366,05/2012,05/2024,12,3554,146300
Diners Club International,Diners Club,30312758862331,Beatrice C Livingston,92,01/2010,01/2012,2,5695,127700
Discover,Discover,6011985996531519,Michael Herndon,905,11/2015,11/2026,1,759,49400
Japan Credit Bureau,JCB,3560982612063110,Ellen G Levy,361,07/2012,07/2029,15,2984,199700
American Express,American Express,370257435278047,Lizabeth T Guinn,8041,01/2008,01/2017,4,8433,133500
Diners Club International,Diners Club,30579409375810,George A Newton,995,02/2017,02/2023,10,2585,116300
Japan Credit Bureau,JCB,3529142116699113,Shane L Bean,409,08/2007,08/2027,7,8011,90600
American Express,U.S. Bancorp,371531884773958,Carrie N Reilly,8300,07/2014,07/2029,27,9960,102200
Master Card,Bank of America,5426587670477380,Tammie Oakes,421,04/2011,04/2015,22,3806,14800
Diners Club International,Diners Club,38444645955275,Jeremy C Stuart,601,09/2010,09/2029,22,62,43100
Master Card,Citibank,5466353721587763,Marci E Hager,593,11/2014,11/2025,3,7293,125000
Visa,Bank of America,4163201295445299,Dorothy Burnett,987,06/2011,06/2026,6,9481,31800
